TrH2_TrispH2_000169-RA	GPCRrhod.HG1.42:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3
TrH2_TrispH2_000197-RA	GPCRrhod.HG25.1:NA
TrH2_TrispH2_000198-RA	GPCRrhod.HG25.1:NA
TrH2_TrispH2_000210-RA	GPCRrhod.HG36.10:NA
TrH2_TrispH2_000233-RA	GPCRglut.HG1.9:like:GABBR1/GABBR2/GPR156
TrH2_TrispH2_000265-RA	GPCRrhod.HG2.43:like:NPFFR1/NPFFR2
TrH2_TrispH2_000330-RA	GPCRsecr.HG7.1:GPR143
TrH2_TrispH2_000517-RA	GPCRglut.HG4.10:NA
TrH2_TrispH2_000571-RA	GPCRsecr.HG1.8:ADGRD2
TrH2_TrispH2_000572-RA	GPCRsecr.HG1.8:ADGRD2
TrH2_TrispH2_000667-RA	GPCRglut.HG2.6:like:GRM1/GRM2/GRM3/GRM4/GRM5/GRM6/GRM7/GRM8
TrH2_TrispH2_000668-RA	GPCRglut.HG3.7:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3
TrH2_TrispH2_000683-RA	GPCRsecr.HG1.37:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
TrH2_TrispH2_000684-RA	GPCRsecr.HG1.37:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
TrH2_TrispH2_000685-RA	GPCRsecr.HG1.36:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
TrH2_TrispH2_000701-RA	GPCRrhod.HG10.8:NA
TrH2_TrispH2_000828-RA	GPCRsecr.HG1.14:ADGRB1/ADGRB2/ADGRB3
TrH2_TrispH2_000844-RA	GPCRrhod.HG34.13:NA
TrH2_TrispH2_000845-RA	GPCRrhod.HG34.12:NA
TrH2_TrispH2_000870-RA	GPCRrhod.HG34.6:NA
TrH2_TrispH2_000871-RA	GPCRrhod.HG34.2:NA
TrH2_TrispH2_000872-RA	GPCRrhod.HG34.1:NA
TrH2_TrispH2_000883-RA	GPCRrhod.HG34.17:NA
TrH2_TrispH2_000884-RA	GPCRrhod.HG34.30:NA
TrH2_TrispH2_000885-RA	GPCRrhod.HG34.21:NA
TrH2_TrispH2_000886-RA	GPCRrhod.HG34.21:NA
TrH2_TrispH2_000888-RA	GPCRrhod.HG34.21:NA
TrH2_TrispH2_000890-RA	GPCRrhod.HG34.26:NA
TrH2_TrispH2_000891-RA	GPCRrhod.HG34.31:NA
TrH2_TrispH2_000991-RA	GPCRglut.HG4.1:NA
TrH2_TrispH2_000992-RA	GPCRglut.HG4.4:NA
TrH2_TrispH2_000993-RA	GPCRglut.HG4.5:NA
TrH2_TrispH2_001002-RA	GPCRrhod.HG104.0:NA
TrH2_TrispH2_001020-RA	GPCRrhod.HG36.19:NA
TrH2_TrispH2_001021-RA	GPCRrhod.HG36.22:NA
TrH2_TrispH2_001022-RA	GPCRrhod.HG36.21:NA
TrH2_TrispH2_001047-RA	GPCRrhod.HG1.18:like:GPR45/GPR63
TrH2_TrispH2_001061-RA	GPCRrhod.HG45.0:NA
TrH2_TrispH2_001112-RA	GPCRrhod.HG10.15:NA
TrH2_TrispH2_001144-RA	GPCRrhod.HG10.7:NA
TrH2_TrispH2_001160-RA	GPCRrhod.HG10.25:NA
TrH2_TrispH2_001171-RA	GPCRrhod.HG36.14:NA
TrH2_TrispH2_001204-RA	GPCRrhod.HG10.44:NA
TrH2_TrispH2_001219-RA	GPCRrhod.HG52.8:NA
TrH2_TrispH2_001220-RA	GPCRrhod.HG52.6:NA
TrH2_TrispH2_001221-RA	GPCRrhod.HG52.7:NA
TrH2_TrispH2_001243-RA	GPCRrhod.HG51.0:NA
TrH2_TrispH2_001267-RA	GPCRrhod.HG10.65:NA
TrH2_TrispH2_001268-RA	GPCRrhod.HG10.67:NA
TrH2_TrispH2_001269-RA	GPCRrhod.HG10.68:NA
TrH2_TrispH2_001338-RA	GPCRrhod.HG10.3:NA
TrH2_TrispH2_001356-RA	GPCRsecr.HG1.23:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
TrH2_TrispH2_001383-RA	GPCRsecr.HG1.40:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1
TrH2_TrispH2_001591-RA	GPCRrhod.HG10.88:NA
TrH2_TrispH2_001748-RA	GPCRglut.HG4.2:NA
TrH2_TrispH2_001749-RA	GPCRglut.HG4.2:NA
TrH2_TrispH2_001750-RA	GPCRglut.HG4.2:NA
TrH2_TrispH2_001751-RA	GPCRglut.HG4.2:NA
TrH2_TrispH2_001842-RA	GPCRglut.HG2.4:like:GRM1/GRM2/GRM3/GRM4/GRM5/GRM6/GRM7/GRM8
TrH2_TrispH2_001843-RA	GPCRglut.HG2.4:like:GRM1/GRM2/GRM3/GRM4/GRM5/GRM6/GRM7/GRM8
TrH2_TrispH2_001859-RA	GPCRrhod.HG41.0:NA
TrH2_TrispH2_001901-RA	GPCRrhod.HG2.45:like:NPFFR1/NPFFR2
TrH2_TrispH2_001915-RA	GPCRrhod.HG12.41:NA
TrH2_TrispH2_001916-RA	GPCRrhod.HG12.40:NA
TrH2_TrispH2_001927-RA	GPCRrhod.HG10.76:NA
TrH2_TrispH2_001928-RA	GPCRrhod.HG181.0:NA
TrH2_TrispH2_001978-RA	GPCRrhod.HG29.0:NA
TrH2_TrispH2_001979-RA	GPCRrhod.HG29.0:NA
TrH2_TrispH2_002038-RA	GPCRrhod.HG29.0:NA
TrH2_TrispH2_002039-RA	GPCRrhod.HG29.0:NA
TrH2_TrispH2_002040-RA	GPCRrhod.HG29.0:NA
TrH2_TrispH2_002053-RA	GPCRrhod.HG104.1:NA
TrH2_TrispH2_002084-RA	GPCRrhod.HG36.1:NA
TrH2_TrispH2_002089-RA	GPCRrhod.HG37.2:NA
TrH2_TrispH2_002090-RA	GPCRrhod.HG37.14:NA
TrH2_TrispH2_002091-RA	GPCRrhod.HG37.13:NA
TrH2_TrispH2_002092-RA	GPCRrhod.HG37.16:NA
TrH2_TrispH2_002093-RA	GPCRrhod.HG37.10:NA
