HoiH23_PlH23_000210-RA	FFNPamide_precursor	signature_wSP_nTM
HoiH23_PlH23_000205-RA	WPPF_precursor	nosignature_wSP_nTM
HoiH23_PlH23_007418-RA	SITFamide_precursor	signature_wSP_nTM
HoiH23_PlH23_008500-RA	LFNE_precursor	signature_nSP_nTM
HoiH23_PlH23_000206-RA	RWamide_precursor	signature_wSP_nTM
HoiH23_PlH23_004643-RA	hypothetical_unknown	nosignature_nSP_nTM
HoiH23_PlH23_004840-RA	hypothetical_vasoactive_intestinal_peptide-like	signature_wSP_nTM
HoiH23_PlH23_006490-RA	hypothetical_prorelaxin	nosignature_wSP_wTM
HoiH23_PlH23_006491-RA	hypothetical_unknown	nosignature_wSP_nTM
HoiH23_PlH23_008337-RA	hypothetical_zebrafish-like	nosignature_wSP_nTM
HoiH23_PlH23_000730-RA	hypothetical_unknown	nosignature_wSP_nTM
HoiH23_PlH23_011221-RA	hypothetical_PRGamide	nosignature_wSP_nTM
HoiH23_PlH23_006356-RA	hypothetical_unknown	nosignature_wSP_wTM
HoiH23_PlH23_008599-RA	hypothetical_dickkopf_related_3-like	nosignature_wSP_wTM
HoiH23_PlH23_005620-RA	hypothetical_unknown	nosignature_wSP_nTM
HoiH23_PlH23_001722-RA	hypothetical_unknown	nosignature_wSP_wTM
HoiH23_hyp_clust5245.t1	hypothetical_unknown	nosignature_nSP_nTM
HoiH23_PlH23_002360-RA	hypothetical_FMRFamide-like_NP24	nosignature_wSP_nTM
HoiH23_PlH23_009452-RA	hypothetical_unknown	nosignature_nSP_wTM
HoiH23_PlH23_006488-RA	hypothetical_unknown	nosignature_wSP_nTM
HoiH23_PlH23_002340-RA	hypothetical_unknown	nosignature_wSP_nTM
HoiH23_PlH23_006122-RA	hypothetical_unknown	nosignature_wSP_nTM
HoiH23_PlH23_002341-RA	hypothetical_WTNamide	nosignature_wSP_nTM
HoiH23_PlH23_004054-RA	hypothetical_unknown	nosignature_wSP_nTM
HoiH23_PlH23_011222-RA	hypothetical_DGEamide	nosignature_wSP_wTM
HoiH23_PlH23_007830-RA	hypothetical_unknown	nosignature_wSP_nTM
HoiH23_PlH23_007951-RA	hypothetical_unknown	signature_wSP_wTM
HoiH23_PlH23_008600-RA	hypothetical_unknown	nosignature_wSP_wTM
HoiH23_PlH23_002359-RA	hypothetical_unknown	nosignature_wSP_nTM
HoiH23_PlH23_003848-RA	hypothetical_unknown	signature_wSP_wTM
HoiH23_PlH23_011333-RA	hypothetical_unknown	nosignature_nSP_wTM
HoiH23_PlH23_004496-RA	hypothetical_unknown	nosignature_wSP_nTM
HoiH23_PlH23_002492-RA	hypothetical_unknown	nosignature_wSP_nTM
HoiH23_PlH23_000122-RA	hypothetical_dickkopf_related_4-like	nosignature_wSP_nTM
HoiH23_PlH23_001356-RA	hypothetical_unknown	nosignature_wSP_nTM
HoiH23_PlH23_008800-RA	hypothetical_relaxin-like	nosignature_wSP_nTM
HoiH23_PlH23_005741-RA	hypothetical_growth_hormone_variant-like	nosignature_wSP_nTM
HoiH23_PlH23_010831-RA	hypothetical_unknown	nosignature_wSP_nTM
HoiH23_PlH23_005743-RA	hypothetical_prolactin-7C1-like	nosignature_nSP_nTM
HoiH23_PlH23_005619-RA	hypothetical_somatoliberin-like	nosignature_wSP_nTM
HoiH23_PlH23_001846-RA	hypothetical_glycoprotein_hormone_alpha2	nosignature_wSP_nTM
HoiH23_PlH23_008336-RA	SIFGamide_precursor	
HoiH23_orphan_1595	PWN_precursor	
HoiH23_PlH23_000336-RA	YYamide_precursor	
HoiH23_PlH23_001997-RA	Insulin1	
HoiH23_orphan_299	Insulin2	
HoiH23_PlH23_002296-RA	nesfatin1_precursor	
