%%MatrixMarket matrix coordinate integer general
938 5662 127476
1 1 5
2 1 3
3 1 1
4 1 2
5 1 2
6 1 2
7 1 1
8 1 1
9 1 1
10 1 1
11 1 2
12 1 2
13 1 2
14 1 1
15 1 1
16 1 1
17 1 1
18 1 2
19 1 2
20 1 2
21 1 2
22 1 2
23 1 2
24 1 2
25 1 3
26 1 4
27 1 4
28 1 3
29 1 3
30 1 3
31 1 2
32 1 2
33 1 2
34 1 2
35 1 2
36 1 1
37 1 2
38 1 3
39 1 4
40 1 5
41 1 5
42 1 6
43 1 6
44 1 6
45 1 5
46 1 5
47 1 4
48 1 3
49 1 2
50 1 2
51 1 2
52 1 1
53 1 1
54 1 1
55 1 2
56 1 3
57 1 3
58 1 3
59 1 4
60 1 3
61 1 3
62 1 3
63 1 3
64 1 3
65 1 3
66 1 2
67 1 2
68 1 2
69 1 1
70 1 1
71 1 2
72 1 2
73 1 2
74 1 2
75 1 1
76 1 1
77 1 1
78 1 1
79 1 1
80 1 2
81 1 4
82 1 4
83 1 5
84 1 5
85 1 6
86 1 7
87 1 7
88 1 7
89 1 3
90 1 1
91 1 2
92 1 2
93 1 2
94 1 1
95 1 1
96 1 2
97 1 4
98 1 5
99 1 5
100 1 6
101 1 5
102 1 5
103 1 5
104 1 6
105 1 6
106 1 5
107 1 3
108 1 2
109 1 3
110 1 2
111 1 2
112 1 3
113 1 3
114 1 3
115 1 3
116 1 3
117 1 3
118 1 4
119 1 3
120 1 5
121 1 5
122 1 5
123 1 6
124 1 5
125 1 6
126 1 6
127 1 6
128 1 6
129 1 6
130 1 4
131 1 4
132 1 3
133 1 2
134 1 2
135 1 1
136 1 1
137 1 1
140 1 3
141 1 3
142 1 4
143 1 4
144 1 5
145 1 5
146 1 5
147 1 5
148 1 5
149 1 5
150 1 3
151 1 4
152 1 4
153 1 5
154 1 4
155 1 4
156 1 4
157 1 1
158 1 1
169 1 1
170 1 1
171 1 1
172 1 1
173 1 1
174 1 1
175 1 1
176 1 1
177 1 1
178 1 1
190 1 1
191 1 1
192 1 1
193 1 1
194 1 1
195 1 1
196 1 1
197 1 1
198 1 1
199 1 1
216 1 1
217 1 1
218 1 1
219 1 1
220 1 1
221 1 1
222 1 1
223 1 1
224 1 1
225 1 1
231 1 1
232 1 1
233 1 1
234 1 1
235 1 1
236 1 1
237 1 2
238 1 2
239 1 2
240 1 2
241 1 1
242 1 1
243 1 1
244 1 1
245 1 1
246 1 1
247 1 2
248 1 2
249 1 2
250 1 4
251 1 4
252 1 4
253 1 4
254 1 4
255 1 5
256 1 5
257 1 3
258 1 3
259 1 4
260 1 2
261 1 2
262 1 2
263 1 2
264 1 2
265 1 1
266 1 1
267 1 1
268 1 2
269 1 1
270 1 1
271 1 1
272 1 1
273 1 2
274 1 3
275 1 3
276 1 3
277 1 3
278 1 2
281 1 1
282 1 1
283 1 1
284 1 1
285 1 1
286 1 1
287 1 1
288 1 1
289 1 1
290 1 1
323 1 2
324 1 2
325 1 2
326 1 2
327 1 2
328 1 2
329 1 2
330 1 2
331 1 2
332 1 2
333 1 1
334 1 1
335 1 1
336 1 1
337 1 1
338 1 1
339 1 1
340 1 1
341 1 1
