gene	orthogroup	orthogroup_support	reference_ortholog	reference_support	species	is_largest_og	is_duplicated_in_og	dist_to_root	prot_length	closest_neighbours	closest_neighbours_freq	is_outlier_to_closest
Lampan_Lpan_C398515_01	OG0	74	NA	NA	Lampan	FALSE	FALSE	4.346785	249	Scil	0.000389256520046711	TRUE
Scil_scict005662.1	OG0	74	NA	NA	Scil	FALSE	FALSE	2.564045	1451	Spolac	0.000874125874125874	TRUE
Mbre_EDQ87037	OG1	74	NA	NA	Mbre	TRUE	FALSE	4.2636164	1586	Choper	0.489645651173493	FALSE
Lcom_lcpid15892	OG1	74	NA	NA	Lcom	TRUE	FALSE	2.6584652	1438	Leuniv	0.310796074154853	FALSE
Ocar_g4622	OG1	74	NA	NA	Ocar	TRUE	TRUE	2.27207192	952	Opea	0.96857855361596	FALSE
TrH2_TrispH2_002474-RA	OG1	74	NA	NA	TrH2	TRUE	FALSE	2.71383949	1493	Tadh	0.959603378626515	FALSE
Emue_Em0019g178a.t1	OG1	74	NA	NA	Emue	TRUE	FALSE	2.4236099	430	Spolac	0.933360927152318	FALSE
Stycar_maker-SC_scaffold132767-augustus-gene-0.5-mRNA-1	OG1	74	NA	NA	Stycar	TRUE	TRUE	2.3023497	185	Tetwil	0.623758099352052	FALSE
Acagra_model.g15927.t1.1.5d3b8850	OG1	74	NA	NA	Acagra	TRUE	TRUE	2.4627716788	2319	Cgig	0.738669590643275	FALSE
Cgig_XM_034469212.1	OG1	74	NA	NA	Cgig	TRUE	TRUE	2.5154830011	643	Acagra	0.765387400434468	FALSE
Coeast_Cast_sb773535	OG1	74	NA	NA	Coeast	TRUE	FALSE	2.989667	206	Vmul	0.0697940503432494	FALSE
Ocar_g4623	OG1	74	NA	NA	Ocar	TRUE	TRUE	2.2710852279	285	Opea	0.96857855361596	FALSE
Cscu_XM_023382901.1	OG1	74	NA	NA	Cscu	TRUE	TRUE	2.4654784	760	Tcas	0.191578148710167	FALSE
Cgig_XM_034469205.1	OG1	74	NA	NA	Cgig	TRUE	TRUE	2.4993457549	1516	Acagra	0.765387400434468	FALSE
Tetwil_g11651.t2	OG1	74	NA	NA	Tetwil	TRUE	TRUE	2.2967117	490	Stycar	0.561117578579744	FALSE
Drygla_Dgla_sb281375	OG1	74	NA	NA	Drygla	TRUE	FALSE	3.3919335	306	Bolinf	0.148648648648649	FALSE
Xesp_011792-T1	OG1	74	NA	NA	Xesp	TRUE	TRUE	2.855081	907	Dgig	0.973204317082248	FALSE
Spolac_c100581_g1_i1_m.22886c100581-g1	OG1	74	NA	NA	Spolac	TRUE	TRUE	2.4825381	205	Emue	0.829240649792218	FALSE
Coemet_Cmet_scaffold18938_01	OG1	74	NA	NA	Coemet	TRUE	FALSE	3.305959	1157	Coeast	0.59775641025641	FALSE
Leuniv_Lniv_scaffold22513_01	OG1	74	NA	NA	Leuniv	TRUE	TRUE	2.5275145	444	Scil	0.390832328106152	FALSE
Exapal_XM_021041255.2	OG1	74	NA	NA	Exapal	TRUE	FALSE	2.398886	1718	Nvec	0.815856777493606	FALSE
Xestes_maker-XT_scaffold5410-augustus-gene-0.30-mRNA-1	OG1	74	NA	NA	Xestes	TRUE	FALSE	2.4178737	1904	Halamb	0.591569086651054	FALSE
Spolac_c94554_g3_i1_m.10239c100581-g1	OG1	74	NA	NA	Spolac	TRUE	TRUE	1.9764410162	126	Tetwil	0.0630902908953532	FALSE
Scil_scict002103.1	OG1	74	NA	NA	Scil	TRUE	FALSE	2.6354924	1479	Gracom	0.451923076923077	FALSE
