gene	orthogroup	orthogroup_support	reference_ortholog	reference_support	species	is_largest_og	is_duplicated_in_og	dist_to_root	prot_length	closest_neighbours	closest_neighbours_freq	is_outlier_to_closest
Tcas_TC012137_001	OG0	1	NA	NA	Tcas	TRUE	TRUE	1.5766793	648	Gfas	0.00600480384307446	TRUE
Acaspe_EP00035_Acanthoeca_spectabilis_P024012	OG0	1	NA	NA	Acaspe	TRUE	FALSE	3.7811453	698	Helnan	0.953877551020408	FALSE
Gfas_gfas1.m1.19083.m1	OG0	1	NA	NA	Gfas	TRUE	TRUE	2.0047432	136	Gasp	0.193607641440118	FALSE
Drygla_Dgla_sb295750	OG0	1	NA	NA	Drygla	TRUE	TRUE	3.7771027643	682	Mertsp	0.111003861003861	FALSE
Stedip_EP00041_Stephanoeca_diplocostata_P028800	OG0	1	NA	NA	Stedip	TRUE	FALSE	3.7717853	732	Acaspe	0.417455743104158	FALSE
Bolinf_Binf_sb1226913	OG0	1	NA	NA	Bolinf	TRUE	TRUE	3.6486693439	451	Mertsp	0.664432742939205	FALSE
Beraby_Baby_sb333080	OG0	1	NA	NA	Beraby	TRUE	FALSE	3.8088345	404	Mlei	0.493168796826796	FALSE
TrH2_TrispH2_011093-RA	OG0	1	NA	NA	TrH2	TRUE	FALSE	2.6447578	705	Tadh	0.959603378626515	FALSE
Fspp_ffun1.m4.19297.m1	OG0	1	NA	NA	Fspp	TRUE	FALSE	2.0550816	750	Gasp	0.757231783229586	FALSE
Salinf_EP00049_Salpingoeca_infusionum_P002655	OG0	1	NA	NA	Salinf	TRUE	FALSE	3.5185302	752	Microa	0.351602023608769	FALSE
Opea_EP00118_Oscarella_pearsei_P019582	OG0	1	NA	NA	Opea	TRUE	FALSE	3.0708589191	696	Ocar	0.713865391688121	FALSE
Coemet_Cmet_C603354_01	OG0	1	NA	NA	Coemet	TRUE	FALSE	3.5605387	648	Coeast	0.59775641025641	FALSE
Cscu_XM_023377801.1	OG0	1	NA	NA	Cscu	TRUE	FALSE	3.2476655	708	Skow	0.10432473444613	FALSE
Vmul_sbMO409203	OG0	1	NA	NA	Vmul	TRUE	TRUE	3.6860481	157	Coeast	0.216533780948384	FALSE
Drygla_Dgla_sb295749	OG0	1	NA	NA	Drygla	TRUE	TRUE	3.7771027643	682	Mertsp	0.111003861003861	FALSE
Lampan_Lpan_15478_01	OG0	1	NA	NA	Lampan	TRUE	FALSE	3.6751004	399	Mertsp	0.171272868820553	FALSE
Mertsp_Mesp_sb562933	OG0	1	NA	NA	Mertsp	TRUE	TRUE	3.64390028	541	Bolinf	0.753424657534247	FALSE
Horcal_Hcv1.av93.c1.g17.i2	OG0	1	NA	NA	Horcal	TRUE	TRUE	3.98491342	634	Pbac	0.863125242341993	FALSE
Exapal_XM_021044244.2	OG0	1	NA	NA	Exapal	TRUE	FALSE	2.1163023	751	Nvec	0.815856777493606	FALSE
Chofle_EP00730_Choanoeca_flexa_P015278	OG0	1	NA	NA	Chofle	TRUE	FALSE	3.3238592	699	Choper	0.960848287112561	FALSE
Coeast_Cast_sb780254	OG0	1	NA	NA	Coeast	TRUE	TRUE	3.5879411	224	Coemet	0.851830663615561	FALSE
Didcos_EP00039_Didymoeca_costata_P015752	OG0	1	NA	NA	Didcos	TRUE	TRUE	3.7449434695	730	Stedip	0.303178484107579	FALSE
Amil_Amillepora18077-RA	OG0	1	NA	NA	Amil	TRUE	FALSE	2.0511359	687	Adig	0.859457422758101	FALSE
Sanmal_Sma_008908-T1	OG0	1	NA	NA	Sanmal	TRUE	TRUE	2.6454127	290	Aaur	0.412527798369162	FALSE
Horcal_Hcv1.av93.c1.g17.i1	OG0	1	NA	NA	Horcal	TRUE	TRUE	4.009584	470	Pbac	0.863125242341993	FALSE
Chem_TCONS_00041662	OG0	1	NA	NA	Chem	TRUE	TRUE	2.563208	213	Hvul	0.722287968441815	FALSE
Ocar_g9451	OG0	1	NA	NA	Ocar	TRUE	TRUE	3.07085489	161	Opea	0.96857855361596	FALSE
Mylflu_EP00047_Mylnosiga_fluctuans_P019365	OG0	1	NA	NA	Mylflu	TRUE	FALSE	3.2793123	689	Salpun	0.227822580645161	FALSE
Vmul_sbMO409204	OG0	1	NA	NA	Vmul	TRUE	TRUE	3.6744192784	154	Coeast	0.216533780948384	FALSE
Bolinf_Binf_sb1226914	OG0	1	NA	NA	Bolinf	TRUE	TRUE	3.6486704683	445	Mertsp	0.664432742939205	FALSE
Ocar_g7855	OG0	1	NA	NA	Ocar	TRUE	TRUE	3.1080742	251	Opea	0.96857855361596	FALSE
Salurc_EP00051_Salpingoeca_urceolata_P005019	OG0	1	NA	NA	Salurc	TRUE	FALSE	2.9345963	697	Salpun	0.0969111969111969	FALSE
Plespi_Pspi_scaffold11544_01	OG0	1	NA	NA	Plespi	TRUE	TRUE	3.4542052	167	Stycar	0.292307692307692	FALSE
Stycar_maker-SC_scaffold11386-augustus-gene-0.7-mRNA-1	OG0	1	NA	NA	Stycar	TRUE	TRUE	2.6027210557	168	Xestes	0.052267818574514	FALSE
Mertsp_Mesp_sb562934	OG0	1	NA	NA	Mertsp	TRUE	TRUE	3.6461838	462	Bolinf	0.753424657534247	FALSE
Lcom_lcpid112421	OG0	1	NA	NA	Lcom	TRUE	TRUE	2.5806981	176	Clacor	0.0145401672119229	FALSE
Morvir_scaffold183.g24.t1	OG0	1	NA	NA	Morvir	TRUE	TRUE	2.3351044	536	Aaur	0.223728813559322	FALSE
Xesp_013931-T1	OG0	1	NA	NA	Xesp	TRUE	FALSE	2.6499952	742	Dgig	0.973204317082248	FALSE
