gene	orthogroup	orthogroup_support	reference_ortholog	reference_support	species	is_largest_og	is_duplicated_in_og	dist_to_root	prot_length	closest_neighbours	closest_neighbours_freq	is_outlier_to_closest
Didcos_EP00039_Didymoeca_costata_P019334	OG0	97	NA	NA	Didcos	FALSE	FALSE	0.319343	1151	Stedip	0.303178484107579	FALSE
Stedip_EP00041_Stephanoeca_diplocostata_P000915	OG0	97	NA	NA	Stedip	FALSE	FALSE	0.4108223	1210	Acaspe	0.417455743104158	FALSE
Diagra_EP00040_Diaphanoeca_grandis_P027104	OG0	97	NA	NA	Diagra	FALSE	FALSE	0.4176549	1159	Stedip	0.546036829463571	FALSE
Codhol_EP00042_Codosiga_hollandica_P054255	OG0	97	NA	NA	Codhol	FALSE	FALSE	2.3062121676	178	Stedip	0.0185331230283912	FALSE
Codhol_EP00042_Codosiga_hollandica_P054245	OG0	97	NA	NA	Codhol	FALSE	FALSE	2.0151983	190	Stedip	0.0185331230283912	FALSE
Codhol_EP00042_Codosiga_hollandica_P054258	OG0	97	NA	NA	Codhol	FALSE	FALSE	1.566798306	311	Stedip	0.0185331230283912	FALSE
Codhol_EP00042_Codosiga_hollandica_P054252	OG0	97	NA	NA	Codhol	FALSE	FALSE	2.2288995	221	Stedip	0.0185331230283912	FALSE
Codhol_EP00042_Codosiga_hollandica_P054249	OG0	97	NA	NA	Codhol	FALSE	FALSE	1.7103003	310	Stedip	0.0185331230283912	FALSE
Codhol_EP00042_Codosiga_hollandica_P054254	OG0	97	NA	NA	Codhol	FALSE	FALSE	1.6720083	223	Stedip	0.0185331230283912	FALSE
Acaspe_EP00035_Acanthoeca_spectabilis_P022186	OG0	97	NA	NA	Acaspe	FALSE	FALSE	0.4258168	1163	Helnan	0.953877551020408	FALSE
Codhol_EP00042_Codosiga_hollandica_P054250	OG0	97	NA	NA	Codhol	FALSE	FALSE	1.4872963944	376	Stedip	0.0185331230283912	FALSE
Codhol_EP00042_Codosiga_hollandica_P054243	OG0	97	NA	NA	Codhol	FALSE	FALSE	1.9891783	207	Stedip	0.0185331230283912	FALSE
Codhol_EP00042_Codosiga_hollandica_P054246	OG0	97	NA	NA	Codhol	FALSE	FALSE	2.1753400981	295	Stedip	0.0185331230283912	FALSE
Codhol_EP00042_Codosiga_hollandica_P054256	OG0	97	NA	NA	Codhol	FALSE	FALSE	1.9118583	333	Stedip	0.0185331230283912	FALSE
Codhol_EP00042_Codosiga_hollandica_P054248	OG0	97	NA	NA	Codhol	FALSE	FALSE	1.9213345	150	Stedip	0.0185331230283912	FALSE
Helnan_EP00037_Helgoeca_nana_P032530	OG0	97	NA	NA	Helnan	FALSE	FALSE	0.433381	1163	Acaspe	0.950366151342555	FALSE
Codhol_EP00042_Codosiga_hollandica_P054259	OG1	99	NA	NA	Codhol	FALSE	FALSE	0.5574495	62	Didcos	0.0224763406940063	FALSE
Codhol_EP00042_Codosiga_hollandica_P042636	OG1	99	NA	NA	Codhol	FALSE	FALSE	0.6319517	248	Didcos	0.0224763406940063	FALSE
Codhol_EP00042_Codosiga_hollandica_P055850	OG2	74	NA	NA	Codhol	FALSE	FALSE	0.6236742	76	Salurc	0.125	FALSE
Choper_EP00045_Choanoeca_perplexa_P015316	OG2	74	NA	NA	Choper	FALSE	FALSE	0.9100276	1158	Chofle	0.9496139780577	FALSE
Sros_EGD78584	OG2	74	NA	NA	Sros	FALSE	FALSE	0.7864326	735	Microa	0.958815958815959	FALSE
Microa_EP00043_Microstomoeca_roanoka_P018832	OG2	74	NA	NA	Microa	FALSE	FALSE	0.775804	1175	Sros	0.9	FALSE
Mbre_EDQ84496	OG2	74	NA	NA	Mbre	FALSE	FALSE	0.8965626	1156	Choper	0.489645651173493	FALSE
Sros_EGD78585	OG2	74	NA	NA	Sros	FALSE	FALSE	0.8449424	293	Microa	0.958815958815959	FALSE
Chofle_EP00730_Choanoeca_flexa_P000737	OG2	74	NA	NA	Chofle	FALSE	FALSE	0.9931628	215	Choper	0.960848287112561	FALSE
Chofle_EP00730_Choanoeca_flexa_P000738	OG2	74	NA	NA	Chofle	FALSE	FALSE	0.9242463092	1034	Choper	0.960848287112561	FALSE
Salinf_EP00049_Salpingoeca_infusionum_P018780	OG2	74	NA	NA	Salinf	FALSE	FALSE	1.0370386	1177	Microa	0.351602023608769	FALSE
Codhol_EP00042_Codosiga_hollandica_P055847	OG2	74	NA	NA	Codhol	FALSE	FALSE	0.8446226	340	Salurc	0.125	FALSE
Mylflu_EP00047_Mylnosiga_fluctuans_P004458	OG3	53	NA	NA	Mylflu	TRUE	FALSE	0.5517834	1169	Salmac	0.204435483870968	FALSE
Stycar_maker-SC_scaffold132032-snap-gene-0.24-mRNA-1	OG3	53	NA	NA	Stycar	TRUE	TRUE	1.5955289	143	Plajan	0.00302375809935205	TRUE
Codhol_EP00042_Codosiga_hollandica_P055848	OG3	53	NA	NA	Codhol	TRUE	TRUE	1.8390587	247	Cscu	0.00118296529968454	TRUE
Pbac_sb2656811	OG3	53	NA	NA	Pbac	TRUE	TRUE	1.5632067	381	Horcal	0.905352986811482	FALSE
Lcom_lcpid237208	OG3	53	NA	NA	Lcom	TRUE	TRUE	1.0220506067	109	Acagra	0.0189022173754998	FALSE
Adig_XM_015920901.1	OG3	53	NA	NA	Adig	TRUE	FALSE	0.8852417	1135	Amil	0.873403456048084	FALSE
Chem_TCONS_00013127	OG3	53	NA	NA	Chem	TRUE	TRUE	0.9619017	736	Hvul	0.722287968441815	FALSE
Gasp_gasp1.m3.23706.m1	OG3	53	NA	NA	Gasp	TRUE	TRUE	0.8314186	119	Spis	0.0689026613197229	FALSE
Spolac_c104527_g3_i1_m.41207c104527-g3	OG3	53	NA	NA	Spolac	TRUE	FALSE	0.9304711	1170	Emue	0.829240649792218	FALSE
Chem_TCONS_00013126	OG3	53	NA	NA	Chem	TRUE	TRUE	0.86731688	390	Hvul	0.722287968441815	FALSE
Hvul_g6955_1	OG3	53	NA	NA	Hvul	TRUE	TRUE	0.92333288	140	Chem	0.788721804511278	FALSE
Opea_EP00118_Oscarella_pearsei_P025638	OG3	53	NA	NA	Opea	TRUE	FALSE	0.84171962	1175	Ocar	0.713865391688121	FALSE
Hvul_g6953_1	OG3	53	NA	NA	Hvul	TRUE	TRUE	1.0167687	904	Chem	0.788721804511278	FALSE
Cscu_XM_023382802.1	OG3	53	NA	NA	Cscu	TRUE	TRUE	1.0660568	257	Bralan	0.120257966616085	FALSE
Coemet_Cmet_scaffold5133_01	OG3	53	NA	NA	Coemet	TRUE	TRUE	1.3345869829	1066	Coeast	0.59775641025641	FALSE
Drygla_Dgla_sb301035	OG3	53	NA	NA	Drygla	TRUE	TRUE	1.42039	464	Bolinf	0.148648648648649	FALSE
Codhol_EP00042_Codosiga_hollandica_P054251	OG3	53	NA	NA	Codhol	TRUE	TRUE	1.7663451	183	Cscu	0.00118296529968454	TRUE
Drygla_Dgla_sb301034	OG3	53	NA	NA	Drygla	TRUE	TRUE	1.3479033	189	Beraby	0.233108108108108	FALSE
Cscu_XM_023358481.1	OG3	53	NA	NA	Cscu	TRUE	TRUE	0.9535387	610	Bralan	0.120257966616085	FALSE
Xestes_maker-XT_scaffold3942-augustus-gene-0.16-mRNA-1	OG3	53	NA	NA	Xestes	TRUE	FALSE	0.980186	1174	Halamb	0.591569086651054	FALSE
TrH2_TrispH2_004516-RA	OG3	53	NA	NA	TrH2	TRUE	FALSE	0.992911243	1179	Tadh	0.959603378626515	FALSE
Plespi_Pspi_scaffold17150_01	OG3	53	NA	NA	Plespi	TRUE	FALSE	1.0485441	379	Tetwil	0.250620347394541	FALSE
Gracom_Gcom_scaffold12791_01	OG3	53	NA	NA	Gracom	TRUE	FALSE	1.0232168	774	Lcom	0.138694638694639	FALSE
