gene	orthogroup	orthogroup_support	reference_ortholog	reference_support	species	is_largest_og	is_duplicated_in_og	dist_to_root	prot_length	closest_neighbours	closest_neighbours_freq	is_outlier_to_closest
Tcas_TC005304_001	OG0	1	NA	NA	Tcas	TRUE	TRUE	3.114597	428	Gfas	0.00600480384307446	TRUE
Microa_EP00043_Microstomoeca_roanoka_P010734	OG0	1	NA	NA	Microa	TRUE	FALSE	2.0807797	562	Sros	0.9	FALSE
Coemet_Cmet_scaffold17142_01	OG0	1	NA	NA	Coemet	TRUE	FALSE	1.5959388496	508	Coeast	0.59775641025641	FALSE
HoiH11_mRNA6351	OG0	1	NA	NA	HoiH11	TRUE	FALSE	1.4913558	464	Tadh	0.0227272727272727	FALSE
Chem_TCONS_00001051	OG0	1	NA	NA	Chem	TRUE	FALSE	1.4810935	525	Hvul	0.722287968441815	FALSE
HoiH04_mRNA7859	OG0	1	NA	NA	HoiH04	TRUE	FALSE	1.5971831	508	Hhon	0.932933683027351	FALSE
Lcom_lcpid188378	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.3243837887	150	Scil	0.203925845147219	FALSE
Rhoesc_Res_011811-T1	OG0	1	NA	NA	Rhoesc	TRUE	FALSE	1.2490584	548	Nemnom	0.959651035986914	FALSE
Hvul_g29735_1	OG0	1	NA	NA	Hvul	TRUE	TRUE	1.283963	306	Chem	0.788721804511278	FALSE
Gracom_Gcom_scaffold2353_01	OG0	1	NA	NA	Gracom	TRUE	TRUE	1.320013	508	Lcom	0.138694638694639	FALSE
Gasp_gasp1.m3.19675.m1	OG0	1	NA	NA	Gasp	TRUE	TRUE	1.1644356	165	Fspp	0.775792927451695	FALSE
Sros_EGD72835	OG0	1	NA	NA	Sros	TRUE	FALSE	1.9974447	522	Microa	0.958815958815959	FALSE
Adig_XM_015902310.1	OG0	1	NA	NA	Adig	TRUE	TRUE	1.299539	499	Amil	0.873403456048084	FALSE
Exapal_XM_021038904.2	OG0	1	NA	NA	Exapal	TRUE	FALSE	1.2853414	516	Nvec	0.815856777493606	FALSE
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA219114	OG0	1	NA	NA	Ctel	TRUE	FALSE	1.8614487	513	Cgig	0.276752767527675	FALSE
Helnan_EP00037_Helgoeca_nana_P013334	OG0	1	NA	NA	Helnan	TRUE	FALSE	1.743498	525	Acaspe	0.950366151342555	FALSE
Opea_EP00118_Oscarella_pearsei_P012004	OG0	1	NA	NA	Opea	TRUE	TRUE	1.346799	183	Ocar	0.713865391688121	FALSE
Lcom_lcpid160590	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.3381451481	156	Scil	0.203925845147219	FALSE
Mylflu_EP00047_Mylnosiga_fluctuans_P006135	OG0	1	NA	NA	Mylflu	TRUE	FALSE	1.8548133	521	Saldol	0.115322580645161	FALSE
Aaur_scaffold1279.g8.t1	OG0	1	NA	NA	Aaur	TRUE	TRUE	1.548874	117	Rhoesc	0.65149359886202	FALSE
Chofle_EP00730_Choanoeca_flexa_P013220	OG0	1	NA	NA	Chofle	TRUE	FALSE	1.768949	510	Choper	0.960848287112561	FALSE
Dpul_mRNA38	OG0	1	NA	NA	Dpul	TRUE	FALSE	1.9574549	518	Cscu	0.261924009700889	FALSE
Nvec_v1g199119	OG0	1	NA	NA	Nvec	TRUE	TRUE	1.8878844	308	Exapal	0.795807734007951	FALSE
Aaur_scaffold1279.g9.t1	OG0	1	NA	NA	Aaur	TRUE	TRUE	1.3062711	184	Sanmal	0.108582266477003	FALSE
Drygla_Dgla_sb309841	OG0	1	NA	NA	Drygla	TRUE	TRUE	1.691431028	267	Mlei	0.376447876447876	FALSE
Adig_XM_015919368.1	OG0	1	NA	NA	Adig	TRUE	TRUE	1.3055246	549	Amil	0.873403456048084	FALSE
Coeast_Cast_sb782040	OG0	1	NA	NA	Coeast	TRUE	TRUE	1.6333815	166	Coemet	0.851830663615561	FALSE
TrH2_TrispH2_001468-RA	OG0	1	NA	NA	TrH2	TRUE	FALSE	1.43168213	519	Tadh	0.959603378626515	FALSE
Hhon_g00284.t1	OG0	1	NA	NA	Hhon	TRUE	FALSE	1.5530208585	515	HoiH04	0.944380514000767	FALSE
HoiH06_mRNA7906	OG0	1	NA	NA	HoiH06	TRUE	FALSE	1.556792	516	HoiH23	0.945999211667324	FALSE
Mertsp_Mesp_sb613818	OG0	1	NA	NA	Mertsp	TRUE	FALSE	1.5356049	183	Mlei	0.0964172813487882	FALSE
Stycar_snap_masked-SC_scaffold4065-processed-gene-0.6-mRNA-1	OG0	1	NA	NA	Stycar	TRUE	FALSE	1.340695	451	Tetwil	0.623758099352052	FALSE
Gfas_gfas1.m1.6409.m1	OG0	1	NA	NA	Gfas	TRUE	TRUE	1.1957576	395	Gasp	0.193607641440118	FALSE
Skow_XM_002739945.2	OG0	1	NA	NA	Skow	TRUE	FALSE	1.3224041	539	Bralan	0.314306622758873	FALSE
Lcom_lcpid161325	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.4091320017	191	Scil	0.203925845147219	FALSE
Drygla_Dgla_sb309839	OG0	1	NA	NA	Drygla	TRUE	TRUE	1.6773668195	516	Mlei	0.376447876447876	FALSE
Acaspe_EP00035_Acanthoeca_spectabilis_P022840	OG0	1	NA	NA	Acaspe	TRUE	FALSE	1.813215	526	Helnan	0.953877551020408	FALSE
Gasp_gasp1.m3.19676.m1	OG0	1	NA	NA	Gasp	TRUE	TRUE	1.1759823	395	Fspp	0.775792927451695	FALSE
Lampan_Lpan_2674_01	OG0	1	NA	NA	Lampan	TRUE	FALSE	1.391485	525	Mertsp	0.171272868820553	FALSE
Dgig_XM_028550338.1	OG0	1	NA	NA	Dgig	TRUE	FALSE	1.4756234	532	Xesp	0.930909090909091	FALSE
Cscu_XM_023375778.1	OG0	1	NA	NA	Cscu	TRUE	FALSE	1.8205049	479	Dpul	0.177921092564492	FALSE
Saldol_EP00054_Salpingoeca_dolichothecata_P006598	OG0	1	NA	NA	Saldol	TRUE	FALSE	1.7373963	521	Mylflu	0.0862003780718336	FALSE
Didcos_EP00039_Didymoeca_costata_P020020	OG0	1	NA	NA	Didcos	TRUE	FALSE	1.73185	526	Stedip	0.303178484107579	FALSE
Beraby_Baby_sb353876	OG0	1	NA	NA	Beraby	TRUE	FALSE	1.7750982	382	Drygla	0.126046716615249	FALSE
Salinf_EP00049_Salpingoeca_infusionum_P010276	OG0	1	NA	NA	Salinf	TRUE	FALSE	2.5109367	467	Sros	0.33220910623946	FALSE
Spolac_c95110_g1_i1_m.10975c82132-g1	OG0	1	NA	NA	Spolac	TRUE	TRUE	1.3509237675	286	Emue	0.829240649792218	FALSE
Stedip_EP00041_Stephanoeca_diplocostata_P015417	OG0	1	NA	NA	Stedip	TRUE	TRUE	1.6658496	527	Helnan	0.281185673116509	FALSE
Aque_Aqu2.1.23848_001	OG0	1	NA	NA	Aque	TRUE	FALSE	1.59686	500	Halamb	0.784065524944155	FALSE
Xesp_019280-T1	OG0	1	NA	NA	Xesp	TRUE	FALSE	1.5284614	1591	Dgig	0.973204317082248	FALSE
Hvul_g29740_1	OG0	1	NA	NA	Hvul	TRUE	TRUE	1.8482465	285	Chem	0.788721804511278	FALSE
Gracom_Gcom_scaffold2354_01	OG0	1	NA	NA	Gracom	TRUE	TRUE	1.320013	508	Lcom	0.138694638694639	FALSE
Aaur_scaffold1279.g7.t2	OG0	1	NA	NA	Aaur	TRUE	TRUE	1.433654	151	Rhoesc	0.65149359886202	FALSE
Spur_XM_030982981.1	OG0	1	NA	NA	Spur	TRUE	TRUE	1.54645944	533	Skow	0.621086721842389	FALSE
Pbac_sb2653698	OG0	1	NA	NA	Pbac	TRUE	FALSE	2.0816836	3337	Horcal	0.905352986811482	FALSE
Salpun_EP00053_Salpingoeca_punica_P011356	OG0	1	NA	NA	Salpun	TRUE	FALSE	1.6853505	536	Salmac	0.693967239312825	FALSE
Leuniv_Lniv_C786371_01	OG0	1	NA	NA	Leuniv	TRUE	FALSE	1.157948	150	Gracom	0.359871330920788	FALSE
Halamb_c48769_g1_i4mm.2779	OG0	1	NA	NA	Halamb	TRUE	FALSE	1.753641	478	Aque	0.806740614334471	FALSE
Nemnom_g18949.t1	OG0	1	NA	NA	Nemnom	TRUE	FALSE	1.2711535	551	Rhoesc	0.971304031965129	FALSE
Bolinf_Binf_sb1311012	OG0	1	NA	NA	Bolinf	TRUE	FALSE	1.6689311	158	Mertsp	0.664432742939205	FALSE
Nvec_v1g179624	OG0	1	NA	NA	Nvec	TRUE	TRUE	1.3114444114	517	Exapal	0.795807734007951	FALSE
Sanmal_Sma_007833-T1	OG0	1	NA	NA	Sanmal	TRUE	FALSE	1.2532771	545	Aaur	0.412527798369162	FALSE
Opea_EP00118_Oscarella_pearsei_P012005	OG0	1	NA	NA	Opea	TRUE	TRUE	1.2301104793	514	Ocar	0.713865391688121	FALSE
Salmac_EP00052_Salpingoeca_macrocollata_P034368	OG0	1	NA	NA	Salmac	TRUE	FALSE	1.8093475	547	Salpun	0.678018575851393	FALSE
Lcom_lcpid161319	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.4248811283	191	Scil	0.203925845147219	FALSE
Spolac_c82132_g1_i2_m.3005c82132-g1	OG0	1	NA	NA	Spolac	TRUE	TRUE	1.758724	212	Emue	0.829240649792218	FALSE
Spur_XM_030982987.1	OG0	1	NA	NA	Spur	TRUE	TRUE	1.54986788	533	Skow	0.621086721842389	FALSE
Mbre_EDQ88653	OG0	1	NA	NA	Mbre	TRUE	FALSE	1.966049	515	Chofle	0.458812701334561	FALSE
Lcom_lcpid176916	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.3243855774	164	Scil	0.203925845147219	FALSE
Horcal_Hcv1.av93.c5.g701.i1	OG0	1	NA	NA	Horcal	TRUE	FALSE	2.07440068	511	Pbac	0.863125242341993	FALSE
Scil_scict006624.1	OG0	1	NA	NA	Scil	TRUE	FALSE	1.3828427	510	Lcom	0.134615384615385	FALSE
Codhol_EP00042_Codosiga_hollandica_P052423	OG0	1	NA	NA	Codhol	TRUE	TRUE	3.0817135	527	Chofle	0.0122239747634069	FALSE
Lcom_lcpid118061	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.4248792481	309	Scil	0.203925845147219	FALSE
Ocar_g5053	OG0	1	NA	NA	Ocar	TRUE	FALSE	1.2997071	408	Opea	0.96857855361596	FALSE
Fspp_ffun1.m4.28721.m1	OG0	1	NA	NA	Fspp	TRUE	FALSE	1.1860031	507	Gasp	0.757231783229586	FALSE
Tadh_TriadT57927	OG0	1	NA	NA	Tadh	TRUE	FALSE	1.43167835	536	TrH2	0.977645305514158	FALSE
HoiH23_PlH23_001093-RA	OG0	1	NA	NA	HoiH23	TRUE	FALSE	1.54220052	516	HoiH06	0.839677891654466	FALSE
Drygla_Dgla_sb309840	OG0	1	NA	NA	Drygla	TRUE	TRUE	1.681070268	344	Mlei	0.376447876447876	FALSE
Plajan_Pjan_C566414_01	OG0	1	NA	NA	Plajan	TRUE	FALSE	1.1984	510	Opea	0.627450980392157	FALSE
Coeast_Cast_sb782039	OG0	1	NA	NA	Coeast	TRUE	TRUE	1.6333831629	196	Coemet	0.851830663615561	FALSE
Salurc_EP00051_Salpingoeca_urceolata_P006528	OG0	1	NA	NA	Salurc	TRUE	FALSE	1.7677756	533	Stedip	0.0173745173745174	FALSE
Emue_Em0023g370a.t1	OG0	1	NA	NA	Emue	TRUE	FALSE	1.697786	457	Spolac	0.933360927152318	FALSE
Hsap_ENST00000672107	OG0	1	NA	NA	Hsap	TRUE	FALSE	1.7281032	595	Bralan	0.501451378809869	FALSE
Spolac_c95110_g1_i2_m.10977c82132-g1	OG0	1	NA	NA	Spolac	TRUE	TRUE	1.3937962	261	Emue	0.829240649792218	FALSE
Acagra_model.g11697.t1	OG0	1	NA	NA	Acagra	TRUE	FALSE	1.5877977	479	Cgig	0.738669590643275	FALSE
Diagra_EP00040_Diaphanoeca_grandis_P014403	OG0	1	NA	NA	Diagra	TRUE	FALSE	1.932655	496	Stedip	0.546036829463571	FALSE
Choper_EP00045_Choanoeca_perplexa_P002343	OG0	1	NA	NA	Choper	TRUE	FALSE	1.786962	510	Chofle	0.9496139780577	FALSE
Salkve_EP00050_Salpingoeca_kvevrii_P009694	OG0	1	NA	NA	Salkve	TRUE	FALSE	2.4750697	502	Sros	0.013302034428795	FALSE
Vmul_Simscaffold15712_01	OG0	1	NA	NA	Vmul	TRUE	FALSE	1.6733988	250	Coemet	0.58581619806966	FALSE
Bralan_BLAG02001301_1	OG0	1	NA	NA	Bralan	TRUE	FALSE	1.3792652	521	Skow	0.417028985507246	FALSE
Cgig_XM_011437425.3	OG0	1	NA	NA	Cgig	TRUE	FALSE	1.5661287	514	Acagra	0.765387400434468	FALSE
Mlei_ML3852.g4.i1	OG0	1	NA	NA	Mlei	TRUE	FALSE	1.6196211	520	Drygla	0.106844741235392	FALSE
Gfas_gfas1.m1.6406.m1	OG0	1	NA	NA	Gfas	TRUE	TRUE	1.1567692	121	Gasp	0.193607641440118	FALSE
Amil_Amillepora23110-RA	OG0	1	NA	NA	Amil	TRUE	FALSE	1.3255992	453	Adig	0.859457422758101	FALSE
Codhol_EP00042_Codosiga_hollandica_P026609	OG0	1	NA	NA	Codhol	TRUE	TRUE	3.5245835	234	Chofle	0.0122239747634069	FALSE
Spis_XP_022796233_1	OG0	1	NA	NA	Spis	TRUE	FALSE	1.4643314	341	Gasp	0.036849710982659	FALSE
Stedip_EP00041_Stephanoeca_diplocostata_P015418	OG0	1	NA	NA	Stedip	TRUE	TRUE	1.876874	173	Helnan	0.281185673116509	FALSE
Tetwil_g22949.t1	OG0	1	NA	NA	Tetwil	TRUE	FALSE	1.308723	527	Stycar	0.561117578579744	FALSE
Tcas_TC012678_001	OG0	1	NA	NA	Tcas	TRUE	TRUE	1.039379	467	Gfas	0.00600480384307446	TRUE
