gene	orthogroup	orthogroup_support	reference_ortholog	reference_support	species	is_largest_og	is_duplicated_in_og	dist_to_root	prot_length	closest_neighbours	closest_neighbours_freq	is_outlier_to_closest
Saldol_EP00054_Salpingoeca_dolichothecata_P015374	OG0	1	NA	NA	Saldol	TRUE	FALSE	1.0897333	479	Stedip	0.0219281663516068	FALSE
Nvec_v1g171208	OG0	1	NA	NA	Nvec	TRUE	FALSE	1.1905981	553	Gfas	0.0513191181785327	FALSE
HoiH23_PlH23_001535-RA	OG0	1	NA	NA	HoiH23	TRUE	FALSE	1.26215037	495	HoiH06	0.839677891654466	FALSE
Rhoesc_Res_016719-T1	OG0	1	NA	NA	Rhoesc	TRUE	FALSE	1.2477657	538	Nemnom	0.959651035986914	FALSE
Acagra_model.g8166.t1	OG0	1	NA	NA	Acagra	TRUE	TRUE	1.2591188	545	Lcom	0.0109649122807018	FALSE
Gasp_gasp1.m3.7731.m1	OG0	1	NA	NA	Gasp	TRUE	FALSE	1.1840647	712	Fspp	0.775792927451695	FALSE
Cscu_XM_023378954.1	OG0	1	NA	NA	Cscu	TRUE	FALSE	1.1116462	515	Dpul	0.177921092564492	FALSE
Gfas_gfas1.m1.1962.m1	OG0	1	NA	NA	Gfas	TRUE	FALSE	1.1458683	541	Amil	0.233284349742836	FALSE
Amil_Amillepora26209-RA	OG0	1	NA	NA	Amil	TRUE	FALSE	1.1564176	479	Gfas	0.103240391861341	FALSE
Hhon_g03499.t1	OG0	1	NA	NA	Hhon	TRUE	FALSE	1.28918916	495	HoiH04	0.944380514000767	FALSE
Halamb_c4045_g1_i1m.649	OG0	1	NA	NA	Halamb	TRUE	TRUE	1.3831191	107	Aque	0.806740614334471	FALSE
Vmul_sbMO437716	OG0	1	NA	NA	Vmul	TRUE	FALSE	1.812883	390	Coemet	0.58581619806966	FALSE
Lampan_Lpan_9604_01	OG0	1	NA	NA	Lampan	TRUE	FALSE	1.7677007	546	Coemet	0.0980926430517711	FALSE
Hsap_ENST00000371244	OG0	1	NA	NA	Hsap	TRUE	TRUE	1.2488762	552	Lcom	0.0032656023222061	TRUE
Opea_EP00118_Oscarella_pearsei_P003205	OG0	1	NA	NA	Opea	TRUE	FALSE	1.1625419	574	Plajan	0.194189040088268	FALSE
Plajan_Pjan_C564182_01	OG0	1	NA	NA	Plajan	TRUE	FALSE	1.0010009	574	Opea	0.627450980392157	FALSE
Dgig_XM_028547776.1	OG0	1	NA	NA	Dgig	TRUE	FALSE	1.2466581	553	Xesp	0.930909090909091	FALSE
HoiH06_mRNA12419	OG0	1	NA	NA	HoiH06	TRUE	FALSE	1.25982125	495	HoiH23	0.945999211667324	FALSE
Morvir_scaffold367.g23.t1	OG0	1	NA	NA	Morvir	TRUE	FALSE	1.2761961	324	Nemnom	0.072316384180791	FALSE
Horcal_Hcv1.av93.c6.g1099.i1	OG0	1	NA	NA	Horcal	TRUE	TRUE	2.0949635485	568	Pbac	0.863125242341993	FALSE
Lcom_lcpid255265	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.0719522	100	Cgig	0.019992729916394	FALSE
Pocdam_XM_027190931.1	OG0	1	NA	NA	Pocdam	TRUE	FALSE	1.1714903	567	Spis	0.934686346863469	FALSE
Bralan_BLAG13000754_3	OG0	1	NA	NA	Bralan	TRUE	FALSE	1.2241787	566	Lcom	0.0036231884057971	TRUE
Tadh_TriadT37919	OG0	1	NA	NA	Tadh	TRUE	FALSE	1.3401969	491	TrH2	0.977645305514158	FALSE
Sanmal_Sma_011802-T1	OG0	1	NA	NA	Sanmal	TRUE	FALSE	1.3356521	1313	Nemnom	0.151593773165308	FALSE
Aque_Aqu2.1.43959_001	OG0	1	NA	NA	Aque	TRUE	FALSE	1.5674412	526	Halamb	0.784065524944155	FALSE
Skow_NM_001168029.1	OG0	1	NA	NA	Skow	TRUE	FALSE	1.0125916	545	Spur	0.449323088181486	FALSE
Adig_XM_015904188.1	OG0	1	NA	NA	Adig	TRUE	FALSE	1.3355652	426	Amil	0.873403456048084	FALSE
Spolac_c99115_g2_i1_m.18849c99115-g1	OG0	1	NA	NA	Spolac	TRUE	FALSE	1.3913144	344	Emue	0.829240649792218	FALSE
Coeast_Cast_sb842901	OG0	1	NA	NA	Coeast	TRUE	FALSE	1.8099309	190	Coemet	0.851830663615561	FALSE
Cgig_XM_011447764.3	OG0	1	NA	NA	Cgig	TRUE	FALSE	1.1671162	595	Lcom	0.0148443157132513	FALSE
Lcom_lcpid60259	OG0	1	NA	NA	Lcom	TRUE	TRUE	1.421307	555	Gracom	0.183933115230825	FALSE
Coemet_Cmet_scaffold4716_01	OG0	1	NA	NA	Coemet	TRUE	FALSE	1.7834504824	321	Coeast	0.59775641025641	FALSE
Pbac_sb2643787	OG0	1	NA	NA	Pbac	TRUE	TRUE	2.1407768847	152	Horcal	0.905352986811482	FALSE
Beraby_Baby_sb344674	OG0	1	NA	NA	Beraby	TRUE	FALSE	1.9646737	514	Horcal	0.0193918025561922	FALSE
