gene	orthogroup	orthogroup_support	reference_ortholog	reference_support	species	is_largest_og	is_duplicated_in_og	dist_to_root	prot_length	closest_neighbours	closest_neighbours_freq	is_outlier_to_closest
Hvul_g1512_1	OG0	100	NA	NA	Hvul	FALSE	FALSE	1.2397824	427	Sanmal	0.0330827067669173	FALSE
Hvul_g16650_1	OG0	100	NA	NA	Hvul	FALSE	FALSE	1.2244467	647	Sanmal	0.0330827067669173	FALSE
Cscu_XM_023371464.1	OG1	100	NA	NA	Cscu	TRUE	FALSE	1.6179294	196	Dpul	0.177921092564492	FALSE
Amil_Amillepora09136-RA	OG1	100	NA	NA	Amil	TRUE	FALSE	1.62424301	179	Adig	0.859457422758101	FALSE
Chofle_EP00730_Choanoeca_flexa_P006041	OG1	100	NA	NA	Chofle	TRUE	FALSE	2.2563403	224	Choper	0.960848287112561	FALSE
Saldol_EP00054_Salpingoeca_dolichothecata_P004752	OG1	100	NA	NA	Saldol	TRUE	FALSE	2.045023	215	Salpun	0.0945179584120983	FALSE
Acagra_model.g28606.t1	OG1	100	NA	NA	Acagra	TRUE	FALSE	1.8190713	196	Bralan	0.0383771929824561	FALSE
Coeast_Cast_sb787790	OG1	100	NA	NA	Coeast	TRUE	FALSE	1.8700113	186	Coemet	0.851830663615561	FALSE
HoiH23_PlH23_000713-RA	OG1	100	NA	NA	HoiH23	TRUE	FALSE	1.6346113	241	Hhon	0.107247437774524	FALSE
Emue_Em0018g340a.t1	OG1	100	NA	NA	Emue	TRUE	FALSE	1.9195145	208	Spolac	0.933360927152318	FALSE
Diagra_EP00040_Diaphanoeca_grandis_P015484	OG1	100	NA	NA	Diagra	TRUE	FALSE	3.1613563	207	Stedip	0.546036829463571	FALSE
TrH2_TrispH2_005627-RA	OG1	100	NA	NA	TrH2	TRUE	FALSE	1.6865784	223	Tadh	0.959603378626515	FALSE
Halamb_c26393_g1_i1m.5110	OG1	100	NA	NA	Halamb	TRUE	TRUE	2.0757997	111	Aque	0.806740614334471	FALSE
Leuniv_Lniv_scaffold9183_01	OG1	100	NA	NA	Leuniv	TRUE	FALSE	1.9145237	215	Scil	0.390832328106152	FALSE
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA224445	OG1	100	NA	NA	Ctel	TRUE	FALSE	2.1229023	202	Cgig	0.276752767527675	FALSE
Nemnom_g15899.t1	OG1	100	NA	NA	Nemnom	TRUE	FALSE	1.6463603	200	Rhoesc	0.971304031965129	FALSE
Bralan_BLAG07000855_1	OG1	100	NA	NA	Bralan	TRUE	FALSE	1.8221584	201	Acagra	0.0746376811594203	FALSE
Spolac_c103162_g3_i1_m.32768c103162-g3	OG1	100	NA	NA	Spolac	TRUE	FALSE	1.9074001	211	Emue	0.829240649792218	FALSE
Gracom_Gcom_scaffold6699_01	OG1	100	NA	NA	Gracom	TRUE	FALSE	1.87866	215	Leuniv	0.39044289044289	FALSE
Lcom_lcpid71865	OG1	100	NA	NA	Lcom	TRUE	FALSE	1.9270349	214	Leuniv	0.310796074154853	FALSE
Bolinf_Binf_sb1239112	OG1	100	NA	NA	Bolinf	TRUE	TRUE	1.735736	167	Mlei	0.210148396361896	FALSE
Morvir_scaffold10.g116.t1	OG1	100	NA	NA	Morvir	TRUE	FALSE	1.5845849	195	Sanmal	0.306591337099812	FALSE
Codhol_EP00042_Codosiga_hollandica_P026297	OG1	100	NA	NA	Codhol	TRUE	FALSE	2.2911623	232	Salkve	0.128548895899054	FALSE
Fspp_ffun1.m4.12914.m1	OG1	100	NA	NA	Fspp	TRUE	FALSE	1.63236407	202	Gfas	0.0567557671182717	FALSE
Choper_EP00045_Choanoeca_perplexa_P021319	OG1	100	NA	NA	Choper	TRUE	FALSE	2.27125	227	Chofle	0.9496139780577	FALSE
Chem_TCONS_00060843	OG1	100	NA	NA	Chem	TRUE	FALSE	1.6486459	165	Hvul	0.722287968441815	FALSE
Drygla_Dgla_sb298085	OG1	100	NA	NA	Drygla	TRUE	TRUE	1.9818511077	212	Mlei	0.376447876447876	FALSE
Acaspe_EP00035_Acanthoeca_spectabilis_P021189	OG1	100	NA	NA	Acaspe	TRUE	FALSE	3.1479448	233	Helnan	0.953877551020408	FALSE
Opea_EP00118_Oscarella_pearsei_P002902	OG1	100	NA	NA	Opea	TRUE	TRUE	1.9015723696	209	Ocar	0.713865391688121	FALSE
