gene	orthogroup	orthogroup_support	reference_ortholog	reference_support	species	is_largest_og	is_duplicated_in_og	dist_to_root	prot_length	closest_neighbours	closest_neighbours_freq	is_outlier_to_closest
Salurc_EP00051_Salpingoeca_urceolata_P020998	OG0	1	NA	NA	Salurc	TRUE	FALSE	1.4740755	673	Saldol	0.196525096525097	FALSE
Bralan_BLAG05000949_1	OG0	1	NA	NA	Bralan	TRUE	FALSE	1.5343358	1009	Skow	0.417028985507246	FALSE
Mlei_ML1337.g5.i1	OG0	1	NA	NA	Mlei	TRUE	TRUE	2.5055247198	467	Beraby	0.287562604340568	FALSE
Adig_XM_015925242.1	OG0	1	NA	NA	Adig	TRUE	FALSE	1.8613044	278	Amil	0.873403456048084	FALSE
Dpul_mRNA19869	OG0	1	NA	NA	Dpul	TRUE	FALSE	2.2892806	319	Spur	0.013338722716249	FALSE
Hsap_ENST00000389908	OG0	1	NA	NA	Hsap	TRUE	TRUE	2.5141845	662	Skow	0.219158200290276	FALSE
Opea_EP00118_Oscarella_pearsei_P008456	OG0	1	NA	NA	Opea	TRUE	TRUE	2.2050071	293	Ocar	0.713865391688121	FALSE
Sanmal_Sma_015841-T1	OG0	1	NA	NA	Sanmal	TRUE	FALSE	1.8569146	894	Aaur	0.412527798369162	FALSE
Opea_EP00118_Oscarella_pearsei_P008457	OG0	1	NA	NA	Opea	TRUE	TRUE	2.20845166	518	Ocar	0.713865391688121	FALSE
Acagra_model.g16790.t1	OG0	1	NA	NA	Acagra	TRUE	FALSE	1.7029326	919	Cgig	0.738669590643275	FALSE
Xesp_014838-T1	OG0	1	NA	NA	Xesp	TRUE	FALSE	2.0210733	812	Dgig	0.973204317082248	FALSE
Amil_Amillepora28960-RA	OG0	1	NA	NA	Amil	TRUE	FALSE	1.80812897	859	Adig	0.859457422758101	FALSE
Horcal_Hcv1.av93.c8.g452.i1	OG0	1	NA	NA	Horcal	TRUE	FALSE	2.6474425	458	Pbac	0.863125242341993	FALSE
HoiH23_PlH23_005024-RA	OG0	1	NA	NA	HoiH23	TRUE	FALSE	2.1176328	1001	HoiH06	0.839677891654466	FALSE
Fspp_ffun1.m2b.23208.m1	OG0	1	NA	NA	Fspp	TRUE	FALSE	1.8083078	325	Gasp	0.757231783229586	FALSE
Spolac_c98990_g2_i4_m.18507c98990-g2	OG0	1	NA	NA	Spolac	TRUE	TRUE	2.5679764	363	Emue	0.829240649792218	FALSE
HoiH11_mRNA5984	OG0	1	NA	NA	HoiH11	TRUE	FALSE	2.1582625	172	Hhon	0.243434343434343	FALSE
Gracom_Gcom_C557482_01	OG0	1	NA	NA	Gracom	TRUE	FALSE	2.3332058	930	Scil	0.450660450660451	FALSE
Chem_TCONS_00073521	OG0	1	NA	NA	Chem	TRUE	FALSE	2.0621006	680	Hvul	0.722287968441815	FALSE
Plespi_Pspi_scaffold20783_01	OG0	1	NA	NA	Plespi	TRUE	FALSE	2.1638195	718	Tetwil	0.250620347394541	FALSE
Hhon_g04923.t1	OG0	1	NA	NA	Hhon	TRUE	FALSE	2.17493716	1026	HoiH04	0.944380514000767	FALSE
Stedip_EP00041_Stephanoeca_diplocostata_P010156	OG0	1	NA	NA	Stedip	TRUE	FALSE	1.6147515	737	Acaspe	0.417455743104158	FALSE
Pbac_sb2667066	OG0	1	NA	NA	Pbac	TRUE	TRUE	2.667074123	316	Horcal	0.905352986811482	FALSE
Coeast_Cast_sb781304	OG0	1	NA	NA	Coeast	TRUE	TRUE	2.3941587	170	Coemet	0.851830663615561	FALSE
Lampan_Lpan_C415171_01	OG0	1	NA	NA	Lampan	TRUE	FALSE	2.441382	445	Mertsp	0.171272868820553	FALSE
HoiH04_mRNA3358	OG0	1	NA	NA	HoiH04	TRUE	FALSE	2.17905266	1016	Hhon	0.932933683027351	FALSE
Spis_XP_022796173_1	OG0	1	NA	NA	Spis	TRUE	FALSE	1.8725916	980	Pocdam	0.896676300578035	FALSE
Spur_XM_030981611.1	OG0	1	NA	NA	Spur	TRUE	FALSE	1.5801196	1093	Skow	0.621086721842389	FALSE
Didcos_EP00039_Didymoeca_costata_P010361	OG0	1	NA	NA	Didcos	TRUE	FALSE	1.7039225	505	Diagra	0.289731051344743	FALSE
Dgig_XM_028546257.1	OG0	1	NA	NA	Dgig	TRUE	FALSE	1.8085313	923	Xesp	0.930909090909091	FALSE
Tetwil_g11987.t1	OG0	1	NA	NA	Tetwil	TRUE	TRUE	1.9024010675	123	Spolac	0.185487000388048	FALSE
Beraby_Baby_sb339819	OG0	1	NA	NA	Beraby	TRUE	TRUE	2.575134	280	Mlei	0.493168796826796	FALSE
Mylflu_EP00047_Mylnosiga_fluctuans_P014403	OG0	1	NA	NA	Mylflu	TRUE	FALSE	2.0217425	541	Salmac	0.204435483870968	FALSE
Gasp_gasp1.m3.17798.m1	OG0	1	NA	NA	Gasp	TRUE	FALSE	1.8009258	289	Fspp	0.775792927451695	FALSE
Clacor_Ccor_scaffold13833_01	OG0	1	NA	NA	Clacor	TRUE	FALSE	1.8066365	206	Lcom	0.234600262123198	FALSE
