gene	orthogroup	orthogroup_support	reference_ortholog	reference_support	species	is_largest_og	is_duplicated_in_og	dist_to_root	prot_length	closest_neighbours	closest_neighbours_freq	is_outlier_to_closest
Acaspe_EP00035_Acanthoeca_spectabilis_P006267	OG0	1	NA	NA	Acaspe	TRUE	TRUE	2.38575283	175	Helnan	0.953877551020408	FALSE
Cscu_XM_023389069.1	OG0	1	NA	NA	Cscu	TRUE	FALSE	2.1349374	260	Dpul	0.177921092564492	FALSE
Nemnom_g13090.t1	OG0	1	NA	NA	Nemnom	TRUE	FALSE	2.5414100539	530	Rhoesc	0.971304031965129	FALSE
Mlei_ML2230.g13.i1	OG0	1	NA	NA	Mlei	TRUE	FALSE	4.8449553539	356	Bolinf	0.274624373956594	FALSE
Tcas_TC000972_001	OG0	1	NA	NA	Tcas	TRUE	FALSE	3.3574058	262	Exapal	0.00280224179343475	TRUE
Bralan_BLAG10000767_1	OG0	1	NA	NA	Bralan	TRUE	FALSE	2.1007248	299	Skow	0.417028985507246	FALSE
HoiH04_mRNA15059	OG0	1	NA	NA	HoiH04	TRUE	FALSE	2.8672532539	300	Hhon	0.932933683027351	FALSE
Scil_scict008388.1	OG0	1	NA	NA	Scil	TRUE	FALSE	3.1018588539	299	Leuniv	0.376311188811189	FALSE
Exapal_XM_021046830.1	OG0	1	NA	NA	Exapal	TRUE	FALSE	2.2969189539	297	Nvec	0.815856777493606	FALSE
Emue_Em0004g44a.t1	OG0	1	NA	NA	Emue	TRUE	FALSE	2.7723573539	263	Spolac	0.933360927152318	FALSE
Xesp_009851-T1	OG0	1	NA	NA	Xesp	TRUE	FALSE	2.5825427539	227	Dgig	0.973204317082248	FALSE
Skow_XM_006821004.1	OG0	1	NA	NA	Skow	TRUE	FALSE	2.0462418	274	Bralan	0.314306622758873	FALSE
TrH2_TrispH2_004778-RA	OG0	1	NA	NA	TrH2	TRUE	FALSE	2.7806531751	301	Tadh	0.959603378626515	FALSE
Spolac_c102439_g2_i1_m.29359c102439-g2	OG0	1	NA	NA	Spolac	TRUE	TRUE	2.7429253539	266	Emue	0.829240649792218	FALSE
Plajan_Pjan_C556017_01	OG0	1	NA	NA	Plajan	TRUE	FALSE	2.8064613539	289	Opea	0.627450980392157	FALSE
Chem_TCONS_00004414	OG0	1	NA	NA	Chem	TRUE	FALSE	2.9792220539	282	Hvul	0.722287968441815	FALSE
Tetwil_g19734.t1	OG0	1	NA	NA	Tetwil	TRUE	FALSE	2.7423624539	216	Stycar	0.561117578579744	FALSE
Spis_XP_022785907_1	OG0	1	NA	NA	Spis	TRUE	FALSE	2.3983398539	425	Pocdam	0.896676300578035	FALSE
HoiH23_PlH23_003891-RA	OG0	1	NA	NA	HoiH23	TRUE	FALSE	2.8567384539	291	HoiH06	0.839677891654466	FALSE
Plespi_Pspi_scaffold6847_01	OG0	1	NA	NA	Plespi	TRUE	TRUE	3.3573359539	221	Stycar	0.292307692307692	FALSE
Leuniv_Lniv_scaffold21448_01	OG0	1	NA	NA	Leuniv	TRUE	FALSE	3.0724643539	306	Scil	0.390832328106152	FALSE
Vmul_SimC381586	OG0	1	NA	NA	Vmul	TRUE	FALSE	4.9749833539	222	Coemet	0.58581619806966	FALSE
Xestes_maker-XT_scaffold3843-snap-gene-0.16-mRNA-1	OG0	1	NA	NA	Xestes	TRUE	FALSE	3.0884860539	211	Aque	0.293208430913349	FALSE
Gfas_gfas1.m1.22791.m1	OG0	1	NA	NA	Gfas	TRUE	TRUE	2.3400005539	89	Gasp	0.193607641440118	FALSE
Lampan_Lpan_14531_01	OG0	1	NA	NA	Lampan	TRUE	FALSE	4.2405933539	238	Drygla	0.0494355780459323	FALSE
Hsap_ENST00000422782	OG0	1	NA	NA	Hsap	TRUE	FALSE	2.0971738	330	Acagra	0.0482583454281567	FALSE
Acagra_model.g19595.t1	OG0	1	NA	NA	Acagra	TRUE	FALSE	1.8604071	289	Ctel	0.112938596491228	FALSE
Dgig_XM_028536774.1	OG0	1	NA	NA	Dgig	TRUE	FALSE	2.3832400539	293	Xesp	0.930909090909091	FALSE
Fspp_ffun1.m4.3115.m1	OG0	1	NA	NA	Fspp	TRUE	FALSE	2.3898253539	301	Gasp	0.757231783229586	FALSE
Coemet_Cmet_C588817_01	OG0	1	NA	NA	Coemet	TRUE	FALSE	5.0397710539	218	Coeast	0.59775641025641	FALSE
Gracom_Gcom_C539798_01	OG0	1	NA	NA	Gracom	TRUE	FALSE	3.1925898539	302	Scil	0.450660450660451	FALSE
Cgig_XM_011446500.3	OG0	1	NA	NA	Cgig	TRUE	FALSE	1.8370459	310	Ctel	0.0995655322230268	FALSE
HoiH11_mRNA7143	OG0	1	NA	NA	HoiH11	TRUE	FALSE	2.8675683539	302	HoiH23	0.35959595959596	FALSE
Amil_Amillepora11255-RA	OG0	1	NA	NA	Amil	TRUE	FALSE	2.4477766539	230	Gfas	0.103240391861341	FALSE
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA158712	OG0	1	NA	NA	Ctel	TRUE	FALSE	1.8316529	238	Cgig	0.276752767527675	FALSE
Horcal_Hcv1.av93.c6.g128.i1	OG0	1	NA	NA	Horcal	TRUE	FALSE	4.7796693539	219	Pbac	0.863125242341993	FALSE
Morvir_scaffold80.g27.t1	OG0	1	NA	NA	Morvir	TRUE	FALSE	2.4732690539	137	Rhoesc	0.194726930320151	FALSE
Gasp_gasp1.m3.22364.m1	OG0	1	NA	NA	Gasp	TRUE	FALSE	2.3593377539	280	Fspp	0.775792927451695	FALSE
Coeast_Cast_sb767980	OG0	1	NA	NA	Coeast	TRUE	FALSE	5.0798503539	184	Coemet	0.851830663615561	FALSE
Aque_Aqu2.1.42205_001	OG0	1	NA	NA	Aque	TRUE	FALSE	3.0820550539	279	Xestes	0.153387937453462	FALSE
Drygla_Dgla_sb294578	OG0	1	NA	NA	Drygla	TRUE	TRUE	4.2028145999	163	Bolinf	0.148648648648649	FALSE
Bolinf_Binf_sb1294031	OG0	1	NA	NA	Bolinf	TRUE	FALSE	4.2426603539	175	Mlei	0.210148396361896	FALSE
Gfas_gfas1.m1.13043.m1	OG0	1	NA	NA	Gfas	TRUE	TRUE	3.3405686539	298	Gasp	0.193607641440118	FALSE
