gene	orthogroup	orthogroup_support	reference_ortholog	reference_support	species	is_largest_og	is_duplicated_in_og	dist_to_root	prot_length	closest_neighbours	closest_neighbours_freq	is_outlier_to_closest
Aque_Aqu2.1.38453_001	OG0	36	NA	NA	Aque	TRUE	FALSE	0.6452826	182	Halamb	0.784065524944155	FALSE
Mylflu_EP00047_Mylnosiga_fluctuans_P002218	OG0	36	NA	NA	Mylflu	TRUE	FALSE	1.0174091	186	Microa	0.00846774193548387	TRUE
Opea_EP00118_Oscarella_pearsei_P028738	OG0	36	NA	NA	Opea	TRUE	FALSE	0.4626199	182	Dgig	0.00220669363736668	TRUE
Sros_EGD75441	OG0	36	NA	NA	Sros	TRUE	FALSE	1.3520461	198	Microa	0.958815958815959	FALSE
Horcal_Hcv1.av93.c6.g1101.i1	OG0	36	NA	NA	Horcal	TRUE	TRUE	1.9949234709	254	Pbac	0.863125242341993	FALSE
Dgig_XM_028537713.1	OG0	36	NA	NA	Dgig	TRUE	FALSE	0.4936129	190	Xesp	0.930909090909091	FALSE
Plespi_Pspi_C588250_01	OG0	36	NA	NA	Plespi	TRUE	FALSE	0.8880565	187	Cscu	0.00297766749379653	TRUE
HoiH04_mRNA14933	OG0	36	NA	NA	HoiH04	TRUE	TRUE	0.9128867	179	Hhon	0.932933683027351	FALSE
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA21371	OG0	36	NA	NA	Ctel	TRUE	FALSE	1.105007	160	Stycar	0.0022140221402214	TRUE
Saldol_EP00054_Salpingoeca_dolichothecata_P031564	OG0	36	NA	NA	Saldol	TRUE	FALSE	1.17469	197	Salkve	0.17882797731569	FALSE
Vmul_sbMO442555	OG0	36	NA	NA	Vmul	TRUE	TRUE	2.0846517003	278	Coeast	0.216533780948384	FALSE
Helnan_EP00037_Helgoeca_nana_P002280	OG0	36	NA	NA	Helnan	TRUE	FALSE	2.0619624	185	Acaspe	0.950366151342555	FALSE
HoiH23_PlH23_009400-RA	OG0	36	NA	NA	HoiH23	TRUE	TRUE	0.7173263	159	HoiH06	0.839677891654466	FALSE
Coeast_Cast_sb761428	OG0	36	NA	NA	Coeast	TRUE	TRUE	2.0526193711	253	Coemet	0.851830663615561	FALSE
Pbac_sb2643782	OG0	36	NA	NA	Pbac	TRUE	FALSE	2.00387454	242	Horcal	0.905352986811482	FALSE
Hhon_g03197.t1	OG0	36	NA	NA	Hhon	TRUE	TRUE	0.7012225	148	HoiH23	0.0280015343306483	FALSE
HoiH04_mRNA3869	OG0	36	NA	NA	HoiH04	TRUE	TRUE	1.0526462205	319	Hhon	0.932933683027351	FALSE
Chofle_EP00730_Choanoeca_flexa_P012130	OG0	36	NA	NA	Chofle	TRUE	FALSE	1.8645924	198	Choper	0.960848287112561	FALSE
Tadh_TriadT18263	OG0	36	NA	NA	Tadh	TRUE	TRUE	0.7037540721	180	TrH2	0.977645305514158	FALSE
Hhon_g03177.t1	OG0	36	NA	NA	Hhon	TRUE	TRUE	1.0526461857	319	HoiH04	0.944380514000767	FALSE
Stedip_EP00041_Stephanoeca_diplocostata_P007759	OG0	36	NA	NA	Stedip	TRUE	FALSE	1.9392494	255	Helnan	0.281185673116509	FALSE
HoiH23_PlH23_003514-RA	OG0	36	NA	NA	HoiH23	TRUE	TRUE	0.7015176	212	Hhon	0.107247437774524	FALSE
Horcal_Hcv1.av93.c6.g1101.i2	OG0	36	NA	NA	Horcal	TRUE	TRUE	1.9949234709	254	Pbac	0.863125242341993	FALSE
Coemet_Cmet_scaffold8689_01	OG0	36	NA	NA	Coemet	TRUE	FALSE	2.0794379	166	Coeast	0.59775641025641	FALSE
TrH2_TrispH2_000959-RA	OG0	36	NA	NA	TrH2	TRUE	TRUE	0.7037526003	180	Tadh	0.959603378626515	FALSE
Xesp_022143-T1	OG0	36	NA	NA	Xesp	TRUE	FALSE	0.6454509	190	Dgig	0.973204317082248	FALSE
Clacor_Ccor_C528501_01	OG0	36	NA	NA	Clacor	TRUE	FALSE	0.9466436	176	Hhon	0.000873743993010048	TRUE
Coeast_Cast_sb761427	OG0	36	NA	NA	Coeast	TRUE	TRUE	2.0526193711	253	Coemet	0.851830663615561	FALSE
Stycar_maker-SC_scaffold5156-snap-gene-0.5-mRNA-1	OG0	36	NA	NA	Stycar	TRUE	FALSE	0.4689534	102	Opea	0.00172786177105832	TRUE
Salkve_EP00050_Salpingoeca_kvevrii_P006176	OG0	36	NA	NA	Salkve	TRUE	FALSE	0.987392	160	Saldol	0.166275430359937	FALSE
Lcom_lcpid221670	OG0	36	NA	NA	Lcom	TRUE	FALSE	1.2882026	119	Clacor	0.0145401672119229	FALSE
Microa_EP00043_Microstomoeca_roanoka_P017205	OG0	36	NA	NA	Microa	TRUE	FALSE	1.1033131	184	Sros	0.9	FALSE
HoiH06_mRNA1705	OG0	36	NA	NA	HoiH06	TRUE	TRUE	0.9851582	173	HoiH23	0.945999211667324	FALSE
Acaspe_EP00035_Acanthoeca_spectabilis_P020262	OG0	36	NA	NA	Acaspe	TRUE	FALSE	2.0786704	184	Helnan	0.953877551020408	FALSE
Tadh_TriadT49711	OG0	36	NA	NA	Tadh	TRUE	TRUE	0.7010414003	159	TrH2	0.977645305514158	FALSE
Mbre_EDQ84010	OG0	36	NA	NA	Mbre	TRUE	FALSE	1.7451624	195	Microa	0.00782328578002761	TRUE
TrH2_TrispH2_000939-RA	OG0	36	NA	NA	TrH2	TRUE	TRUE	0.7010414003	159	Tadh	0.959603378626515	FALSE
Cscu_XM_023361995.1	OG0	36	NA	NA	Cscu	TRUE	FALSE	0.7765397	191	Plespi	0.00113808801213961	TRUE
Choper_EP00045_Choanoeca_perplexa_P001172	OG0	36	NA	NA	Choper	TRUE	FALSE	1.7814054	198	Chofle	0.9496139780577	FALSE
HoiH06_mRNA5637	OG0	36	NA	NA	HoiH06	TRUE	TRUE	0.8941699	319	Hhon	0.0260149783208514	FALSE
Didcos_EP00039_Didymoeca_costata_P027996	OG0	36	NA	NA	Didcos	TRUE	FALSE	1.9038564	190	TrH2	0	TRUE
Vmul_sbMO442554	OG0	36	NA	NA	Vmul	TRUE	TRUE	2.084653036	299	Coeast	0.216533780948384	FALSE
HoiH11_mRNA5377	OG0	36	NA	NA	HoiH11	TRUE	FALSE	1.1635247	187	Hhon	0.243434343434343	FALSE
Bralan_BLAG04002177_1	OG0	36	NA	NA	Bralan	TRUE	FALSE	0.7333125	188	Cscu	0.0242753623188406	FALSE
Spolac_c105492_g1_i1_m.44891c105492-g1	OG0	36	NA	NA	Spolac	TRUE	FALSE	0.6852836	185	Emue	0.829240649792218	FALSE
