annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
Ion_trans	16	107	681	32841	7.41145047429247e-10	1.13975667315066e-07
Lig_chan	8	18	681	32841	1.19554895785034e-09	1.13975667315066e-07
Lig_chan-Glu_bd	8	18	681	32841	1.19554895785034e-09	1.13975667315066e-07
C2	16	123	681	32841	5.95411252340472e-09	4.25719045423438e-07
Ig_3	15	113	681	32841	1.34078914612533e-08	7.66931391583688e-07
Tubulin_C	7	19	681	32841	6.48584268564877e-08	3.09158501349258e-06
Bravo_FIGEY	4	4	681	32841	1.83302905653513e-07	5.82495900187829e-06
CaMKII_AD	4	4	681	32841	1.83302905653513e-07	5.82495900187829e-06
Tubulin	7	21	681	32841	1.44362592049937e-07	5.82495900187829e-06
Laminin_G_2	8	35	681	32841	4.70977729695103e-07	1.34699630692799e-05
BTB_2	9	51	681	32841	9.40268334077481e-07	2.24097286288466e-05
Stathmin	4	5	681	32841	9.01397913823197e-07	2.24097286288466e-05
GAIN	5	11	681	32841	1.57397626258218e-06	3.4627477776808e-05
Neur_chan_LBD	8	42	681	32841	2.07839213749202e-06	3.96280100881811e-05
Neur_chan_memb	8	42	681	32841	2.07839213749202e-06	3.96280100881811e-05
SPARC_Ca_bdg	4	7	681	32841	6.10356694941167e-06	0.000109101259220734
APP_amyloid	3	3	681	32841	8.8780248021387e-06	0.000126955754670583
APP_Cu_bd	3	3	681	32841	8.8780248021387e-06	0.000126955754670583
APP_E2	3	3	681	32841	8.8780248021387e-06	0.000126955754670583
APP_N	3	3	681	32841	8.8780248021387e-06	0.000126955754670583
Cation_ATPase_C	5	15	681	32841	9.54902063499152e-06	0.000130048566743218
I-set	13	145	681	32841	1.10582261979856e-05	0.000143756940573813
EF-hand_7	10	86	681	32841	1.18159065552492e-05	0.000146928229339186
Cation_ATPase_N	5	18	681	32841	2.58736268773443e-05	0.000308327386955019
ATP_Ca_trans_C	3	4	681	32841	3.49621904915944e-05	0.000370340240022074
Reticulon	3	4	681	32841	3.49621904915944e-05	0.000370340240022074
VGCC_alpha2	3	4	681	32841	3.49621904915944e-05	0.000370340240022074
DUF1041	3	5	681	32841	8.6053379358251e-05	0.00084866436194689
VWA_N	3	5	681	32841	8.6053379358251e-05	0.00084866436194689
Cation_ATPase	5	26	681	32841	0.000173155392867118	0.00159749814064502
Na_trans_cytopl	3	6	681	32841	0.000169447136797949	0.00159749814064502
GPS	5	28	681	32841	0.000249998109978603	0.00223435810793376
CDK5_activator	2	2	681	32841	0.000429374751807707	0.00361179938285307
DUF1154	2	2	681	32841	0.000429374751807707	0.00361179938285307
E1-E2_ATPase	5	33	681	32841	0.00055427734910345	0.00440350212520002
G-gamma	4	19	681	32841	0.000554286980794408	0.00440350212520002
Na_trans_assoc	3	10	681	32841	0.000955435689753628	0.00738525965593345
PDEase_I	4	22	681	32841	0.000995724327826539	0.00749413573048396
NMDAR2_C	2	3	681	32841	0.00127036820581885	0.00789837623617804
ODC_AZ	2	3	681	32841	0.00127036820581885	0.00789837623617804
PDEase_I_N	2	3	681	32841	0.00127036820581885	0.00789837623617804
Synapsin	2	3	681	32841	0.00127036820581885	0.00789837623617804
Synapsin_C	2	3	681	32841	0.00127036820581885	0.00789837623617804
Synapsin_N	2	3	681	32841	0.00127036820581885	0.00789837623617804
Tubulin-binding	2	3	681	32841	0.00127036820581885	0.00789837623617804
Tweety	2	3	681	32841	0.00127036820581885	0.00789837623617804
Guanylate_kin	4	25	681	32841	0.00163921628526791	0.00997480548056643
Pkinase	17	368	681	32841	0.00194604559995697	0.0115951883664103
4_1_CTD	2	4	681	32841	0.0025057742211461	0.0119441904541297
Atg8	2	4	681	32841	0.0025057742211461	0.0119441904541297
fn3	9	136	681	32841	0.00218467209617229	0.0119441904541297
FOXP-CC	2	4	681	32841	0.0025057742211461	0.0119441904541297
MAGUK_N_PEST	2	4	681	32841	0.0025057742211461	0.0119441904541297
Ndr	2	4	681	32841	0.0025057742211461	0.0119441904541297
PDZ_assoc	2	4	681	32841	0.0025057742211461	0.0119441904541297
PH_14	2	4	681	32841	0.0025057742211461	0.0119441904541297
SAB	2	4	681	32841	0.0025057742211461	0.0119441904541297
Ten_N	2	4	681	32841	0.0025057742211461	0.0119441904541297
Tox-GHH	2	4	681	32841	0.0025057742211461	0.0119441904541297
VGCC_beta4Aa_N	2	4	681	32841	0.0025057742211461	0.0119441904541297
7tm_2	5	46	681	32841	0.00256631906733149	0.0120322500533902
ANF_receptor	10	167	681	32841	0.00265483346877802	0.0122464898721051
C1_1	5	50	681	32841	0.00370706765861423	0.0168289103232328
G-alpha	3	16	681	32841	0.00406393949034121	0.0170726309335555
KIF1B	2	5	681	32841	0.00411892144900466	0.0170726309335555
LysM	2	5	681	32841	0.00411892144900466	0.0170726309335555
Na_K-ATPase	2	5	681	32841	0.00411892144900466	0.0170726309335555
Rad60-SLD	2	5	681	32841	0.00411892144900466	0.0170726309335555
TLD	2	5	681	32841	0.00411892144900466	0.0170726309335555
Sushi	5	53	681	32841	0.0047728243410589	0.0195003965934692
Thyroglobulin_1	3	17	681	32841	0.00485940801901328	0.0195745168089831
DPPIV_N	2	6	681	32841	0.00609365860510802	0.0223434148853961
DUF3694	2	6	681	32841	0.00609365860510802	0.0223434148853961
Dynamin_M	2	6	681	32841	0.00609365860510802	0.0223434148853961
GED	2	6	681	32841	0.00609365860510802	0.0223434148853961
Kinesin_assoc	2	6	681	32841	0.00609365860510802	0.0223434148853961
RIIa	2	6	681	32841	0.00609365860510802	0.0223434148853961
Syndecan	2	6	681	32841	0.00609365860510802	0.0223434148853961
Hydrolase	3	19	681	32841	0.00671507303043304	0.0243102643886563
Ca_chan_IQ	2	7	681	32841	0.00841434012147748	0.0293475765212507
GPHH	2	7	681	32841	0.00841434012147748	0.0293475765212507
RPEL	2	7	681	32841	0.00841434012147748	0.0293475765212507
HRM	3	21	681	32841	0.00893841754315479	0.0307998484017141
Y_phosphatase	4	40	681	32841	0.00927414093905352	0.0315762417686822
F5_F8_type_C	3	22	681	32841	0.0101925269982066	0.034294855546907
NHL	2	8	681	32841	0.011065812168299	0.0363772675877414
Syntaxin	2	8	681	32841	0.011065812168299	0.0363772675877414
EGF	5	65	681	32841	0.0112272522115194	0.0364885696874381
PH	9	176	681	32841	0.0115162018179836	0.036682830982749
Spectrin	3	23	681	32841	0.0115435482113546	0.036682830982749
DCX	2	9	681	32841	0.0140333990366848	0.0426973630265091
Na_Ca_ex	2	9	681	32841	0.0140333990366848	0.0426973630265091
Peptidase_S9	2	9	681	32841	0.0140333990366848	0.0426973630265091
PH_9	2	9	681	32841	0.0140333990366848	0.0426973630265091
COesterase	3	26	681	32841	0.0161889223787012	0.048737176845353
RRM_1	10	219	681	32841	0.016613673712235	0.0494949029343668
SNARE	2	10	681	32841	0.0173028898734176	0.0510167680803859
Beta-APP	1	1	681	32841	0.0207362747784791	0.0537487420456274
CaM_bdg_C0	1	1	681	32841	0.0207362747784791	0.0537487420456274
CNRIP1	1	1	681	32841	0.0207362747784791	0.0537487420456274
DUF3432	1	1	681	32841	0.0207362747784791	0.0537487420456274
GBR2_CC	1	1	681	32841	0.0207362747784791	0.0537487420456274
IFT20	1	1	681	32841	0.0207362747784791	0.0537487420456274
KCNQ2_u3	1	1	681	32841	0.0207362747784791	0.0537487420456274
MAP1B_neuraxin	1	1	681	32841	0.0207362747784791	0.0537487420456274
MAP2_projctn	1	1	681	32841	0.0207362747784791	0.0537487420456274
NPDC1	1	1	681	32841	0.0207362747784791	0.0537487420456274
R3H	2	11	681	32841	0.0208605257589673	0.0537487420456274
RHS_repeat	1	1	681	32841	0.0207362747784791	0.0537487420456274
SH3_3	1	1	681	32841	0.0207362747784791	0.0537487420456274
Zf_RING	1	1	681	32841	0.0207362747784791	0.0537487420456274
cNMP_binding	3	30	681	32841	0.0237889365388218	0.0602091668150712
Pkinase_C	3	30	681	32841	0.0237889365388218	0.0602091668150712
