# pfam_scan.pl,  run at Fri Dec 10 13:51:54 2021
#
# Copyright (c) 2009 Genome Research Ltd
# Freely distributed under the GNU 
# General Public License
#
# Authors: Jaina Mistry (jaina@ebi.ac.uk), 
#          Rob Finn (rdf@ebi.ac.uk)
#
# This is free software; you can redistribute it and/or modify it under
# the terms of the GNU General Public License as published by the Free Software
# Foundation; either version 2 of the License, or (at your option) any later version.
# This program is distributed in the hope that it will be useful, but WITHOUT
# ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS
# FOR A PARTICULAR PURPOSE. See the GNU General Public License for more
# details.
#
# You should have received a copy of the GNU General Public License along with
# this program. If not, see <http://www.gnu.org/licenses/>. 
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#      query sequence file: /nfs/users2/asebe/xgraubove/genomes/annotation_functional/HoiH23_long.pep.fasta
#        searching against: /nfs/users2/asebe/xgraubove/data/pfam/Pfam-A.hmm, with cut off --cut_ga
#    resolve clan overlaps: on
#     predict active sites: off
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#
# <seq id> <alignment start> <alignment end> <envelope start> <envelope end> <hmm acc> <hmm name> <type> <hmm start> <hmm end> <hmm length> <bit score> <E-value> <significance> <clan>

HoiH23_PlH23_009368-RA       30    133     29    134 PF00307.32  CH                Domain     2   108   109     72.6   2.7e-20   1 CL0188   
HoiH23_PlH23_009368-RA      150    254    149    255 PF00307.32  CH                Domain     2   108   109     84.9   3.9e-24   1 CL0188   
HoiH23_PlH23_009368-RA      279    388    278    388 PF00435.22  Spectrin          Domain     2   105   105     37.4   2.9e-09   1 No_clan  
HoiH23_PlH23_009368-RA      399    502    398    502 PF00435.22  Spectrin          Domain     2   105   105     68.3   6.9e-19   1 No_clan  
HoiH23_PlH23_009368-RA      505    612    504    612 PF00435.22  Spectrin          Domain     2   105   105     55.6   6.2e-15   1 No_clan  
HoiH23_PlH23_009368-RA      615    719    614    720 PF00435.22  Spectrin          Domain     2   104   105     66.4   2.8e-18   1 No_clan  
HoiH23_PlH23_009368-RA      723    824    722    825 PF00435.22  Spectrin          Domain     2   104   105     52.7   4.9e-14   1 No_clan  
HoiH23_PlH23_009368-RA      828    926    827    930 PF00435.22  Spectrin          Domain     2   100   105     45.3   9.7e-12   1 No_clan  
HoiH23_PlH23_009368-RA      934   1037    933   1038 PF00435.22  Spectrin          Domain     2   104   105     42.6   6.7e-11   1 No_clan  
HoiH23_PlH23_009368-RA     1041   1143   1040   1143 PF00435.22  Spectrin          Domain     2   105   105     41.3   1.7e-10   1 No_clan  
