sp1	sp2	ec_value	is_o2o
Hhon_g03616.t1	CIA30	0.586302331145526	1
Hhon_g01432.t1	CG42284	0.440425263722266	1
Hhon_g06382.t1	MAPk-Ak2	0	1
Hhon_g06388.t1	Pop2	0.487317973470742	1
Hhon_g06390.t1	CG32112	0	1
Hhon_g06394.t1	Xe7	0.060554795030002	1
Hhon_g02808.t1	CG9410	0.364628167834575	1
Hhon_g06420.t1	Scm	0.00688643845547452	1
Hhon_g08401.t1	ORMDL	0	1
Hhon_g11491.t1	metl	0.654672241690329	1
Hhon_g06308.t1	CG17593	0.685901925894051	1
Hhon_g00161.t1	imd	0.340182354115624	1
Hhon_g10744.t1	CG5131	0.670477703179357	1
Hhon_g10233.t1	Rala	0.309310773983617	1
Hhon_g08394.t1	CG14231	0.365236175652683	1
Hhon_g05649.t1	CG11180	0.0749918073863844	1
Hhon_g05651.t1	MAN1	0.434605484269417	1
Hhon_g02826.t1	Rab18	0	1
Hhon_g09871.t1	CG15923	0.508291555891898	1
Hhon_g10947.t1	Usp16-45	0	1
Hhon_g01067.t1	Sptr	0.730337231621456	1
Hhon_g00796.t1	Smg6	0	1
Hhon_g07842.t1	CG5044	0.528373331994064	1
Hhon_g06451.t1	Syp	0.240585289168164	1
Hhon_g06463.t1	CTPsyn	0.338590029452645	1
Hhon_g06462.t1	CG9149	0.735653266398176	1
Hhon_g03562.t1	CG31381	0.505712343450561	1
Hhon_g06466.t1	Mys45A	0.659714471759105	1
Hhon_g08220.t1	Asciz	0	1
Hhon_g07205.t1	CG10866	0	1
Hhon_g07201.t1	RabX1	0	1
Hhon_g08491.t1	CG11447	0.603542993736098	1
Hhon_g07192.t1	dUTPase	0.713277460422286	1
Hhon_g06736.t1	Nct	0	1
Hhon_g05213.t1	Magi	0	1
Hhon_g02136.t1	Cdk1	0.294050537410062	1
Hhon_g02148.t1	Alas	0.248040625917365	1
Hhon_g02174.t1	CG4743	0.332746416321596	1
Hhon_g02173.t1	Br140	0	1
Hhon_g03860.t1	fliI	0.258435150133714	1
Hhon_g10576.t1	l(2)gl	0	1
Hhon_g04800.t1	CG10064	0	1
Hhon_g02198.t1	MED20	0.56098830239647	1
Hhon_g04799.t1	Atg12	0.314618857639544	1
Hhon_g07790.t1	Lsm11	0.598496537184518	1
Hhon_g10495.t1	Strip	0	1
Hhon_g02012.t1	CG8027	0.199122070631771	1
Hhon_g00757.t1	CG7706	0.391724283714542	1
Hhon_g00314.t1	PICK1	0.119731644849679	1
Hhon_g09574.t1	Noa36	0	1
Hhon_g09058.t1	twf	0.683145326336408	1
Hhon_g01410.t1	CG18528	0.5930487297054	1
Hhon_g09348.t1	Ns1	0.696414206000469	1
Hhon_g09353.t1	Prp18	0	1
Hhon_g09366.t1	agt	0.51126158550322	1
